CLUBS FROM THE STRONGEST 5 LEAGUES, SORTED BY OVERALL AVERAGE OF THEIR BEST 20 PLAYERS:
[overall, potential, pac, sho, pas, dri, def, phy]
6. Liverpool - [0.72395833325, 0.7812499999500001, 0.7753333332999999, 0.6987341771999999, 0.68732394355, 0.7729166665499999, 0.5942307693000001, 0.71692307695]
7. Everton - [0.7041666666500002, 0.7479166667999999, 0.6833333334, 0.6512658228499999, 0.6732394366000001, 0.7104166666, 0.6467948718, 0.7453846155000001]
8. West Ham United - [0.67083333335, 0.70000000005, 0.6493333332500001, 0.6341772151499999, 0.5999999999500001, 0.66666666665, 0.6397435898499999, 0.7484615384]
9. Southampton - [0.6510416666000001, 0.71562499995, 0.6759999999499999, 0.6202531645500002, 0.6232394365999999, 0.6930555555000002, 0.5948717949500001, 0.6884615383500001]
10. Leicester City - [0.6479166666499998, 0.7052083332999999, 0.6533333333000001, 0.6208860760000001, 0.5830985916500001, 0.6590277777500001, 0.58717948715, 0.73230769235]
11. Watford - [0.6468750000499999, 0.6750000000499999, 0.65733333335, 0.6455696203500001, 0.5795774648, 0.6625000000000001, 0.60705128205, 0.75769230775]
12. West Bromwich Albion - [0.6385416666499999, 0.6614583332999999, 0.6033333334, 0.5930379746499999, 0.5957746478499999, 0.62777777765, 0.6314102563500001, 0.7323076922499998]
13. Stoke City - [0.6364583332999999, 0.6822916666500001, 0.5906666667, 0.6164556962500001, 0.61056338025, 0.6506944443499999, 0.5871794871499999, 0.6953846154000001]
14. Swansea City - [0.6229166667, 0.66875000005, 0.6233333334, 0.5999999999499999, 0.5697183098500002, 0.6458333332999999, 0.5974358975999999, 0.70538461545]
15. Crystal Palace - [0.6166666667, 0.6624999999500001, 0.624, 0.5613924050500001, 0.5901408451500001, 0.5999999999000002, 0.6538461537999999, 0.7407692306999999]
16. Burnley - [0.6052083335, 0.6343750000500001, 0.6480000000499999, 0.6411392405, 0.6225352113, 0.6652777778, 0.6480769230999999, 0.75846153845]
17. Bournemouth - [0.6052083333, 0.6656250000000001, 0.7206666666499999, 0.6360759494, 0.6063380282999999, 0.6868055555499998, 0.51538461535, 0.6684615385499999]
18. Newcastle United - [0.6010416666500001, 0.68958333335, 0.6580000001, 0.5974683543999999, 0.5577464789000001, 0.6451388888999999, 0.58076923075, 0.68615384615]
19. Brighton & Hove Albion - [0.5833333333, 0.6177083333000001, 0.6086666667000001, 0.5999999999499999, 0.6035211267, 0.6381944444500001, 0.5903846153000001, 0.6992307691500002]
20. Huddersfield Town - [0.5499999999500002, 0.60104166665, 0.6866666666500002, 0.56645569615, 0.5492957747, 0.6055555555000001, 0.5455128205499999, 0.70384615395]

CLUBS FROM German Bundesliga, SORTED BY OVERALL AVERAGE OF THEIR BEST 20 PLAYERS:
[overall, potential, pac, sho, pas, dri, def, phy]
1. FC Bayern Munich - [0.7958333333, 0.8354166666000002, 0.73133333335, 0.7303797469, 0.72183098575, 0.75486111115, 0.6243589743, 0.71307692315]
2. Borussia Dortmund - [0.7427083333499999, 0.7916666665500001, 0.74933333335, 0.67974683545, 0.7084507040999999, 0.7569444444500001, 0.6051282051500001, 0.6584615384000001]
3. Bayer 04 Leverkusen - [0.665625, 0.753125, 0.712, 0.6297468353, 0.6338028168500001, 0.6854166665999999, 0.5673076922, 0.7184615385500001]
4. Borussia Monchengladbach - [0.6614583332500001, 0.7197916666, 0.6879999999, 0.63291139245, 0.6809859154000002, 0.7013888888499998, 0.57500000015, 0.6807692307500001]
5. FC Schalke 04 - [0.65208333335, 0.7343750000000001, 0.7033333333, 0.6291139241, 0.6091549296000001, 0.68888888895, 0.5705128205500001, 0.6553846154000001]
6. VfL Wolfsburg - [0.6500000000499999, 0.7333333334499998, 0.6926666666500003, 0.6145569620500001, 0.6232394365999999, 0.6715277778499998, 0.6044871795500001, 0.7176923075999999]
7. TSG 1899 Hoffenheim - [0.64375, 0.71354166675, 0.63533333325, 0.6234177215500001, 0.5985915493, 0.6652777776000001, 0.58205128185, 0.7061538462000001]
8. RB Leipzig - [0.6343750001, 0.72708333335, 0.71000000005, 0.590506329, 0.59929577455, 0.67291666655, 0.5237179488000001, 0.67538461555]
9. Hertha BSC Berlin - [0.6260416667, 0.6802083332500001, 0.7060000001, 0.6113924050999999, 0.5830985915500001, 0.6840277777499999, 0.50641025635, 0.6561538461499998]
10. Eintracht Frankfurt - [0.6229166665999999, 0.6812499999000001, 0.6353333332, 0.6189873418, 0.6, 0.6423611112, 0.6076923076999999, 0.7038461538]
11. 1. FC Koln - [0.621875, 0.6739583334, 0.6559999999999999, 0.5911392405, 0.6176056338, 0.6437500000999999, 0.60512820525, 0.6915384614499999]
12. 1. FSV Mainz 05 - [0.6083333333500001, 0.678125, 0.706, 0.5803797467999999, 0.60774647895, 0.6520833333499999, 0.5769230769999998, 0.6638461538500001]
13. SV Werder Bremen - [0.6062500000500001, 0.6635416667499999, 0.6666666666500001, 0.60443037965, 0.6147887324499999, 0.6763888889499998, 0.57243589755, 0.67999999995]
14. FC Augsburg - [0.5906249999999998, 0.62083333335, 0.6513333333500001, 0.6284810126999999, 0.59436619725, 0.6486111110999999, 0.5711538460000001, 0.6753846154]
15. Hamburger SV - [0.5885416666500002, 0.6552083334, 0.6426666667, 0.5740506328999999, 0.5823943662000001, 0.6277777778, 0.5493589743499999, 0.6884615385000001]
16. Hannover 96 - [0.57916666665, 0.6197916666999999, 0.62933333345, 0.5829113925, 0.5577464790000001, 0.63194444445, 0.5544871795, 0.6869230769999999]
17. VfB Stuttgart - [0.5697916666999999, 0.6791666665999998, 0.69333333335, 0.57911392405, 0.5514084507, 0.6451388888999999, 0.5480769231499999, 0.6461538461499999]
18. SC Freiburg - [0.5520833334000002, 0.621875, 0.64599999995, 0.5746835442500001, 0.5556338028500001, 0.61249999985, 0.52115384615, 0.65076923085]

LEAGUE AVERAGE ATRIBUTES, SORTED BY OVERALL AVERAGE OF THE %d BEST PLAYERS FROM EACH TEAM
1. English Premier League - [0.7395254629583328, 0.7928240740749999, 0.7489259259388896, 0.7053797468388883, 0.6952269170499996, 0.7556327160083334, 0.680199430216667, 0.8093162393333332]
2. Spanish Primera Division - [0.7289930555555562, 0.7953703703750004, 0.7362222222222221, 0.7001406469638884, 0.7071987480166665, 0.7481481481555561, 0.6589031339083335, 0.7433333333111102]
3. Italian Serie A - [0.6891203703583325, 0.7630787036694449, 0.7464074074027768, 0.6410337552527777, 0.634467918605555, 0.7214891975250001, 0.6543447293444443, 0.7469230769277772]
4. French Ligue 1 - [0.6491898148083326, 0.7306134259111117, 0.7341111111083333, 0.6492264415861112, 0.6540297339750001, 0.7143518518583325, 0.6332621082805555, 0.7381196581027781]
5. German Bundesliga - [0.6339699074166655, 0.6990162037027773, 0.680814814811111, 0.6153305203916662, 0.6133411580499997, 0.6701003086361111, 0.5702991453083327, 0.6815811965944447]
